title|offer_type|desc|size|price|gradnja|adaptacija
LJ. CENTER, PREŠERNOV TRG|trisobno|120 m2, 3-sobno, zgrajeno l. 1896, 1/4 nad., Oddamo 3-sobno meščansko stanovanje v prvem nadstropju hiše z izjemnim pogl...|120,00 m2|1.800,00 €/mesec|1896|nan
LJ. CENTER, PREŠERNOVA CESTA|trisobno|90,7 m2, 3-sobno, zgrajeno l. 1939, 2/3 nad., Z parkirnim prostorom oddamo, oddamo. Cena: 800,00 EUR/m2/mes|90,70 m2|800,00 €/m2/mesec|1939|nan
LJ. CENTER, PREŠERNOVA CESTA|štirisobno|136,1 m2, 4-sobno, zgrajeno l. 1890, adaptirano l. 2017, 1. nad., V Centru oddamo lepo urejeno in delno opremljeno staro...|136,10 m2|1.200,00 €/mesec|1890|2017
LJ. CENTER, PRI BOTANIČNEM VRTU|Soba|16,6 m2, soba, zgrajena l. 1985, adaptirana l. 2019, 1/P+1+M, dvoposteljna soba blizu centra mesta, oddamo. Cena: 220,00...|16,60 m2|220,00 €/mesec|1985|2019
LJ. CENTER, PRI ZD - METELKOVA|enosobno|49 m2, 1-sobno, zgrajeno l. 2001, 4/6 nad., oddamo. Cena: 550,00 EUR/mes|49,00 m2|550,00 €/mesec|2001|nan
LJ. CENTER, RESLJEVA|trisobno|78 m2, 3-sobno, zgrajeno l. 1939, adaptirano l. 2017, VP/3 nad., oddamo. Cena: 1.200,00 EUR/mes|78,00 m2|1.200,00 €/mesec|1939|2017
LJ. CENTER, RESLJEVA|petsobno|174,1 m2, 5 in večsobno, zgrajeno l. 1898, adaptirano l. 2013, 2/3 nad., bližina Zmajskega mostu, popolnoma obnovljeno i...|174,10 m2|1.800,00 €/mesec|1898|2013
LJ. CENTER, RESLJEVA CESTA|petsobno|197,4 m2, 5 in večsobno, zgrajeno l. 1898, adaptirano l. 2017, 2. nad., Možen video ogled nepremičnine. Na odlični in ze...|197,40 m2|2.000,00 €/mesec|1898|2017
LJ. CENTER, RIMSKA CESTA V BLIŽINI ŽMAUCA|enoinpolsobno|35 m2, 1,5-sobno, v stavbi zgrajeni l. 1850, adaptirano l. 2000, pritličje, oddamo. Cena: 600,00 EUR/mes|35,00 m2|600,00 €/mesec|1850|2000
LJ. CENTER, S POGLEDOM NA GRAD|enosobno|50 m2, 1-sobno, zgrajeno l. 2005, 3. nad., oddamo. Cena: 650,00 EUR/mes|50,00 m2|650,00 €/mesec|2005|nan
LJ. CENTER, SHORT RENT TERM PERIOD|trisobno|120 m2, 3-sobno, zgrajeno l. 1550, 2/3 nad., oddamo. Cena: 900,00 EUR/mes|120,00 m2|900,00 €/mesec|1550|nan
LJ. CENTER, SITULA|dvosobno|55 m2, 2-sobno, zgrajeno l. 2013, 4/5 nad., Lj center, oddaja se 2 sobno stanovanje v stavbi Situla, oddamo. Cena: 750,0...|55,00 m2|750,00 €/mesec|2013|nan
LJ. CENTER, SITULA|dvosobno|60 m2, 2-sobno, zgrajeno l. 2015, 5/20 nad., oddamo. Cena: 800,00 EUR/mes|60,00 m2|800,00 €/mesec|2015|nan
LJ. CENTER, SITULA|trisobno|107 m2, 3-sobno, zgrajeno l. 2008, 4/5 nad., Situla, Lj-center, 3-sobno stanovanje, Situla, 4/5 nad., skupna izmera 140 ...|107,00 m2|1.450,00 €/mesec|2008|nan
LJ. CENTER, SITULA|štirisobno|146 m2, 4-sobno, zgrajeno l. 2012, 18/19 nad., DUPLEX, 2 ali 3 parkirna mesta, klet, dve terasi s pogledom na JV Ljublja...|146,00 m2|2.900,00 €/mesec|2012|nan
LJ. CENTER, SLOMŠKOVA ULICA|trisobno|82 m2, 3-sobno, poslovni apartma, zgrajeno l. 1992, adaptirano l. 2015, pritličje, oddamo. Cena: 600,00 EUR/mes|82,00 m2|600,00 €/mesec|1992|2015
LJ. CENTER, SLOVENSKA CESTA|trisobno|68,3 m2, 3-sobno, zgrajeno l. 1895, adaptirano l. 2017, 1. nad., V Centru mesta, bližina Kongresnega trga, oddamo popoln...|68,30 m2|900,00 €/mesec|1895|2017
LJ. CENTER, STARA|trisobno|112 m2, 3-sobno, zgrajeno l. 1800, adaptirano l. 2019, 1/3 nad., 3-sobno stanovanje, center Ljubljane, opremljeno, klima...|112,00 m2|1.400,00 €/mesec|1800|2019
LJ. CENTER, STARALJ.|štirisobno|204,7 m2, 4-sobno, zgrajeno l. 1520, adaptirano l. 2010, 2. nad., Razkošno stanovanje v stari Ljubljani z dvigalom v dru...|204,70 m2|3.300,00 €/mesec|1520|2010
LJ. CENTER, STARI TRG|Soba|18 m2, soba, v stavbi zgrajeni l. 1928, adaptirana l. 2018, 90 m2 zemljišča, 3/4 nad., strogi center/ stari trg, blizu t...|18,00 m2|260,00 €/mesec|1928|2018
LJ. CENTER, STARI TRG 9|enoinpolsobno|45 m2, 1,5-sobno, zgrajeno l. 1728, 1/3 nad., Stanovanje v strogem centru ljubljane.Delno opremljena spalnica,ter popoln...|45,00 m2|500,00 €/mesec|1728|nan
LJ. CENTER, STARO MESTNO JEDRO|dvosobno|54 m2, 2-sobno, zgrajeno l. 1700, adaptirano l. 2019, 2/3 nad., oddamo. Cena: 700,00 EUR/mes|54,00 m2|700,00 €/mesec|1700|2019
LJ. CENTER, STRELIŠKA 37A|Soba|8 m2, soba, adaptirana l. 2009, adaptirana l. 2009, P/11 nad., Soba je opremljena, souporaba kuhinje in kopalnice. v cen...|8,00 m2|250,00 €/mesec|nan|2009
LJ. CENTER, STRELIŠKA ULICA|trisobno|105,5 m2, 3-sobno, zgrajeno l. 1928, adaptirano l. 2020, VP/3 nad., oddamo. Cena: cca 1.250,00 EUR/mes|105,50 m2|1.250,00 €/mesec|1928|2020
LJ. CENTER, ŠTEFANOVA ULICA|trisobno|104,3 m2, 3-sobno, zgrajeno l. 1933, adaptirano l. 2019, 3. nad., oddamo. Cena: 1.200,00 EUR/mes|104,30 m2|1.200,00 €/mesec|1933|2019
LJ. CENTER, TABOR|garsonjera|15 m2, garsonjera, zgrajena l. 1902, adaptirana l. 2018, 3/3 nad., Mini studio za 1 osebo. Popolnoma opremljeno, s praln...|15,00 m2|550,00 €/mesec|1902|2018
LJ. CENTER, TABOR|dvosobno|62,5 m2, 2-sobno, zgrajeno l. 1948, adaptirano l. 2019, VP/3 nad., Bližina kliničnega centra, tržnice in centra mesta.Pr...|62,50 m2|850,00 €/mesec|1948|2019
LJ. CENTER, TESARSKA ULICA|garsonjera|12 m2, garsonjera, zgrajena l. 1963, adaptirana l. 2020, 5/5 nad., Pogled na Ljubljanski grad, oddamo. Cena: 350,00 EUR/...|12,00 m2|350,00 €/mesec|1963|2020
LJ. CENTER, TIK POD GRADOM|dvosobno|51,8 m2, 2-sobno, zgrajeno l. 1961, posredujemo pri oddaji prenovljenega stanovanja s kakovostnimi, vrhunskimi in modern...|51,80 m2|840,00 €/mesec|1961|nan
LJ. CENTER, TIVOLSKA CESTA|Soba|80 m2, soba, zgrajena l. 1938, adaptirana l. 2017, VP/5 nad., Dvoposteljna soba (24 m2) v 80 m2 velikem študentskem stan...|80,00 m2|170,00 €/mesec|1938|2017
LJ. CENTER, TIVOLSKA CESTA|trisobno|86,5 m2, 3-sobno, zgrajeno l. 1938, adaptirano l. 1995, 4/5 nad., V centru Ljubljane oddamo simpatično, lepo urejeno in ...|86,50 m2|800,00 €/mesec|1938|1995
LJ. CENTER, TRDINOVA|dvoinpolsobno|73,7 m2, 2,5-sobno, zgrajeno l. 1906, adaptirano l. 2019, 2/4 nad., oddamo. Cena: 1.250,00 EUR/mes|73,70 m2|1.250,00 €/mesec|1906|2019
LJ. CENTER, TRDINOVA|trisobno|120 m2, 3-sobno, zgrajeno l. 1937, visoko pritličje, na Trdinovi ulici oddamo stanovanje v poslovno namembnost pisarn al...|120,00 m2|1.550,00 €/mesec|1937|nan
LJ. CENTER, TRNOVO|dvosobno|58,2 m2, 2-sobno, zgrajeno l. 1984, 3. nad., Lepo urejeno in opremljeno stanovanje, na zelo iskani lokaciji, bližina cel...|58,20 m2|670,00 €/mesec|1984|nan
LJ. CENTER, TRNOVO|dvosobno|64,6 m2, 2-sobno, zgrajeno l. 1992, adaptirano l. 2017, 1/4 nad., oddamo. Cena: 1.050,00 EUR/mes|64,60 m2|1.050,00 €/mesec|1992|2017
LJ. CENTER, TRNOVSKA VRATA - BARJANSKA ULICA|enoinpolsobno|45 m2, 1,5-sobno, zgrajeno l. 2005, 1/3 nad., oddamo. Cena: 700,00 EUR/mes|45,00 m2|700,00 €/mesec|2005|nan
LJ. CENTER, TRNOVSKA VRATA, BARJANSKA|enosobno|51,8 m2, 1-sobno, zgrajeno l. 2005, 3/4 nad., prijetno, svetlo stanovanje z balkonom in parkirnim mestom v garaži, oddam...|51,80 m2|600,00 €/mesec|2005|nan
LJ. CENTER, TRUBARJEV KVART|trisobno|80,32 m2, 3-sobno, zgrajeno l. 2006, oddamo. Cena: 1.450,00 EUR/mes|80,32 m2|1.450,00 €/mesec|2006|nan
LJ. CENTER, TRUBARJEV KVART|štirisobno|108 m2, 4-sobno, zgrajeno l. 2005, 4. nad., oddamo. Cena: 1.700,00 EUR/mes|108,00 m2|1.700,00 €/mesec|2005|nan
LJ. CENTER, TRUBARJEVA CESTA|enosobno|28,6 m2, 1-sobno, zgrajeno l. 1830, adaptirano l. 2009, 1/3 nad., 28,6 m2, 1-sobno, zgrajeno l. 1830, adaptirano l. 2009...|28,60 m2|600,00 €/mesec|1830|2009
LJ. CENTER, TRUBARJEVA CESTA|garsonjera|31,3 m2, garsonjera, zgrajena l. 1830, adaptirana l. 2009, 2/3 nad., 31,3 m2, garsonjera, zgrajena l. 1830, adaptirana l...|31,30 m2|600,00 €/mesec|1830|2009
LJ. CENTER, TRUBARJEVA CESTA|garsonjera|31,6 m2, garsonjera, zgrajena l. 1830, adaptirana l. 2009, 2/3 nad., 31,6 m2, garsonjera, zgrajena l. 1830, adaptirana l...|31,60 m2|600,00 €/mesec|1830|2009
LJ. CENTER, TRUBARJEVA CESTA|trisobno|106,1 m2, 3-sobno, dupleks, zgrajeno l. 1830, adaptirano l. 2009, 2/3 nad., 106,1 m2, 3-sobno, dupleks, zgrajeno l. 1830...|106,10 m2|1.200,00 €/mesec|1830|2009
LJ. CENTER, TRUBARJEVA ULICA|dvosobno|62 m2, 2-sobno, zgrajeno l. 1996, 1/2 nad., v urejeni večstanovanjski stavbi, delno mansardno, J lega, v celoti opremlje...|62,00 m2|630,00 €/mesec|1996|nan
LJ. CENTER, V CENTRU MESTA NA KERSNIKOVI.|Soba|15 m2, soba, adaptirana l. 2008, 3/6 nad., Soba je opremljena s postaljo za 2 in primerna za študente, oddamo. Cena: do ...|15,00 m2|400,00 €/mesec|nan|2008
LJ. CENTER, VEGOVA ULICA|garsonjera|35 m2, garsonjera, adaptirana l. 2019, pritličje, Oddamo popolnoma opremljeno stanovanje v strogem centru Ljubljane, odd...|35,00 m2|450,00 €/mesec|nan|2019
LJ. CENTER, VEGOVA ULICA|enosobno|45 m2, 1-sobno, poslovni apartma, adaptirano l. 2016, P/2 nad., V samem središču mesta oddamo poslovni apartma- trenutno...|45,00 m2|750,00 €/mesec|nan|2016
LJ. CENTER, VIDOVDANSKA 1|trisobno|75,5 m2, 3-sobno, zgrajeno l. 1830, adaptirano l. 2019, 2/2 nad., 3. sobno stanovanje oddam. Ogrevanje, toplovod, el. pr...|75,50 m2|1.200,00 €/mesec|1830|2019
LJ. CENTER, VIDOVDANSKA CESTA|dvosobno|50 m2, 2-sobno, zgrajeno l. 1890, P/2 nad., Mirna lokacija blizu Ljubljanici. Prenovljeno stanovanje z lastnim vhodom in...|50,00 m2|540,00 €/mesec|1890|nan
LJ. CENTER, VIDOVDANSKA CESTA|trisobno|75,5 m2, 3-sobno, zgrajeno l. 1845, adaptirano l. 2019, 2/2 nad., popolnoma prenovljeno, v fazi opremljanja, parkirno me...|75,50 m2|1.500,00 €/mesec|1845|2019
LJ. CENTER, VILA URBANA|dvosobno|59 m2, 2-sobno, zgrajeno l. 2005, 1/6 nad., V centru Ljubljane, blizu Tržnice, se v 6. nadstropju nahaja nadstandardno, ...|59,00 m2|900,00 €/mesec|2005|nan
LJ. CENTER, VILA URBANA|trisobno|68 m2, 3-sobno, zgrajeno l. 2008, 1/7 nad., oddamo. Cena: 1.000,00 EUR/mes|68,00 m2|1.000,00 €/mesec|2008|nan
LJ. CENTER, VILA URBANA|trisobno|135 m2, 3-sobno, zgrajeno l. 2008, 1/5 nad., oddamo. Cena: 1.900,00 EUR/mes|135,00 m2|1.900,00 €/mesec|2008|nan
LJ. CENTER, VILA URBANA|trisobno|137 m2, 3-sobno, zgrajeno l. 2005, 2. nad., oddamo. Cena: 2.700,00 EUR/mes|137,00 m2|2.700,00 €/mesec|2005|nan
LJ. CENTER, VILHARJEVA CESTA 44, SITULA|dvosobno|61 m2, 2-sobno, zgrajeno l. 2012, 4/8 nad., 2-sobno, parkirno mesto + shramba, Vilharjeva 44, center, oddamo, oddamo. Ce...|61,00 m2|870,00 €/mesec|2012|nan
LJ. CENTER, VKLJUCENI STROSKI|garsonjera|9,3 m2, garsonjera, adaptirana l. 2018, Vrhunska lokacija, vključeni stroški, oddamo. Cena: 500,00 EUR/mes|9,30 m2|500,00 €/mesec|nan|2018
LJ. CENTER, VKLJUCENI STROSKI|garsonjera|14,3 m2, garsonjera, adaptirana l. 2018, Super lokacija, vključeni stroški, oddamo. Cena: 600,00 EUR/mes|14,30 m2|600,00 €/mesec|nan|2018
LJ. CENTER, VKLJUČENI STROŠKI|enosobno|34 m2, 1-sobno, zgrajeno l. 1902, adaptirano l. 2018, 3/3 nad., bližina UKC, iskana lokacija, možnost najema z mesecem o...|34,00 m2|980,00 €/mesec|1902|2018
LJ. CENTER, VODMAT|dvoinpolsobno|65 m2, 2,5-sobno, adaptirano l. 2010, 3/8 nad., Prijetno stanovanje v Vodmatu. Brez posrednikov, oddamo. Cena: cca 700,0...|65,00 m2|700,00 €/mesec|nan|2010
LJ. CENTER, VODMATSKA ULICA, POSTELJA V SOBI|Soba|15 m2, soba, adaptirana l. 2017, 1. nad., postelja v dvoposteljni sobi, pritličje, stroški vključeni, brez provizije, od...|15,00 m2|180,00 €/mesec|nan|2017
LJ. CENTER, VODMATSKA ULICA, SOBA S STROŠKI|Soba|14 m2, soba, adaptirana l. 2017, P/1 nad., enoposteljna soba, pritličje, stroški vključeni, brez provizije, oddamo. Cena...|14,00 m2|280,00 €/mesec|nan|2017
LJ. CENTER, VOŠNJAKOVA 1|Soba|23 m2, soba, zgrajena l. 1964, adaptirana l. 2019, Izjemna priložnost za najem sobe s kopalnico v hotelu v centru Ljublj...|23,00 m2|450,00 €/mesec|1964|2019
LJ. CENTER, VRTAČA|triinpolsobno|74 m2, 3,5-sobno, v stavbi zgrajeni l. 1957, adaptirano l. 2015, VP/5 nad., na mirni lokaciji v centru mesta, dnevni pro...|74,00 m2|1.250,00 €/mesec|1957|2015
LJ. CENTER, Z ATRIJEM|petsobno|244,2 m2, 5 in večsobno, zgrajeno l. 2009, 85 m2 zemljišča, P/3 nad., oddamo nadstandardno pet sobno opremljeno stanovan...|244,20 m2|3.500,00 €/mesec|2009|nan
LJ. CENTER, ZALOŠKA|Soba|16 m2, soba, zgrajena l. 1900, adaptirana l. 2018, P/P, oddamo. Cena: 100,00 EUR/mes|16,00 m2|100,00 €/mesec|1900|2018
LJ. CENTER, ZARNIKOVA ULICA|trisobno|90 m2, 3-sobno, zgrajeno l. 1940, adaptirano l. 2020, polklet, V Centru oddamo svetlo in odlično razporejeno 3-sobno sta...|90,00 m2|890,00 €/mesec|1940|2020
LJ. CENTER, ZGODOVINSKI DEL MESTA|dvosobno|86 m2, 2-sobno, v stavbi zgrajeni l. 1700, adaptirano l. 2010, 1/3 nad., Prostorno meščansko stanovanje v palači na izje...|86,00 m2|950,00 €/mesec|1700|2010
LJ. MOSTE|Soba|9 m2, soba, zgrajena l. 1968, 9/12 nad., Samo student ili studentka nekadilci klicati na st.068 174 723, oddamo. Cena: c...|9,00 m2|180,00 €/mesec|1968|nan
LJ. MOSTE|Soba|12 m2, soba, adaptirana l. 2018, visoko pritličje, Soba v velikosti 12 m2, obnovljeno, internet vkljucen. Primerno za št...|12,00 m2|300,00 €/mesec|nan|2018
LJ. MOSTE|Soba|14 m2, soba, adaptirana l. 2016, 2/2 nad., sobe, oddamo. Cena: 320,00 EUR/mes|14,00 m2|320,00 €/mesec|nan|2016
LJ. MOSTE|Soba|19 m2, soba, zgrajena l. 1976, adaptirana l. 2015, 10 m2 zemljišča, P/2 nad., Vseljivo TAKOJ, dvema delavcema oddam sobo...|19,00 m2|135,00 €/mesec|1976|2015
LJ. MOSTE|Soba|20 m2, soba, adaptirana l. 2003, Oddamo študentsko sobo. Vsaka soba ima svojo kopalnico in manjšo kuhinjo. Brezžičen dos...|20,00 m2|175,00 €/mesec|nan|2003
LJ. MOSTE|Soba|20 m2, soba, zgrajena l. 1976, adaptirana l. 2019, 4/4 nad., V prijetnem dvosobnem apartmaju oddamo sobo z dvema postelj...|20,00 m2|200,00 €/mesec|1976|2019
LJ. MOSTE|garsonjera|24,3 m2, garsonjera, zgrajena l. 1961, adaptirana l. 2019, oddamo. Cena: 450,00 EUR/mes|24,30 m2|450,00 €/mesec|1961|2019
LJ. MOSTE|garsonjera|30 m2, garsonjera, adaptirana l. 2019, 3/3 nad., oddamo. Cena: 150,00 EUR/mes|30,00 m2|150,00 €/mesec|nan|2019
LJ. MOSTE|enosobno|35 m2, 1-sobno, zgrajeno l. 1910, adaptirano l. 2018, 1/3 nad., popolnoma prenovljeno, vseljivo 1.11., delno opremljeno,...|35,00 m2|470,00 €/mesec|1910|2018
LJ. MOSTE|enosobno|36 m2, 1-sobno, zgrajeno l. 1910, visoko pritličje, oddamo. Cena: 400,00 EUR/mes|36,00 m2|400,00 €/mesec|1910|nan
LJ. MOSTE|enosobno|36 m2, 1-sobno, zgrajeno l. 2012, pritličje, oddamo. Cena: 400,00 EUR/mes|36,00 m2|400,00 €/mesec|2012|nan
LJ. MOSTE|dvoinpolsobno|42 m2, 2,5-sobno, zgrajeno l. 1968, adaptirano l. 2020, 10/11 nad., oddamo. Cena: 600,00 EUR/mes|42,00 m2|600,00 €/mesec|1968|2020
LJ. MOSTE|enoinpolsobno|50 m2, 1,5-sobno, zgrajeno l. 1980, adaptirano l. 2019, 5/12 nad., oddamo. Cena: 450,00 EUR/mes|50,00 m2|450,00 €/mesec|1980|2019
LJ. MOSTE|štirisobno|90 m2, 4-sobno, adaptirano l. 2010, 1/1 nad., oddamo. Cena: cca 800,00 EUR/mes|90,00 m2|800,00 €/mesec|nan|2010
LJ. MOSTE|štirisobno|140 m2, 4-sobno, zgrajeno l. 2009, oddamo. Cena: 1.750,00 EUR/mes|140,00 m2|1.750,00 €/mesec|2009|nan
LJ. MOSTE, ATRIUM, ŠMARTINSKA 70|garsonjera|28,2 m2, garsonjera, zgrajena l. 2009, 1. nad., poslovni apartma, takoj vseljiv, oddamo. Cena: 450,00 EUR/mes|28,20 m2|450,00 €/mesec|2009|nan
LJ. MOSTE, BLIŽINA BTC|Soba|14 m2, soba, zgrajena l. 1987, adaptirana l. 2020, oddamo. Cena: cca 150,00 EUR/mes|14,00 m2|150,00 €/mesec|1987|2020
LJ. MOSTE, BLIŽINA PAPIRNICE VEVČE|Soba|12 m2, soba, adaptirana l. 2017, 150 m2 zemljišča, M/1 nad., Oddamo posteljo v objektu. Možnost oddaje sobe več osebam/c...|12,00 m2|150,00 €/mesec|nan|2017
LJ. MOSTE, BREZ PROVIZIJE, PARTIZANSKA|trisobno|89,4 m2, 3-sobno, dupleks, zgrajeno l. 1920, 1/2 nad., oddamo. Cena: 800,00 EUR/mes|89,40 m2|800,00 €/mesec|1920|nan
LJ. MOSTE, BREZ PROVIZIJE, POVŠETOVA ULICA|trisobno|68 m2, 3-sobno, zgrajeno l. 1936, adaptirano l. 2020, 2/3 nad., oddamo. Cena: 1.000,00 EUR/mes|68,00 m2|1.000,00 €/mesec|1936|2020
LJ. MOSTE, KAJUHOVA ULICA|enosobno|31 m2, 1-sobno, adaptirano l. 2019, mansarda, UGODNO, uporabne površine 31,00 m2, obnovljeno, opremljena, v kopalnici pr...|31,00 m2|480,00 €/mesec|nan|2019
LJ. MOSTE, KAJUHOVA ULICA|trisobno|67 m2, 3-sobno, zgrajeno l. 1965, adaptirano l. 2013, 5/12 nad., nasproti Hofer trgovine. Opremljeno. Zaprt balkon. Klet...|67,00 m2|680,00 €/mesec|1965|2013
LJ. MOSTE, KODELJEVO, BLIŽINA UKC|štirisobno|110 m2, 4-sobno, zgrajeno l. 1995, visoko pritličje, oddamo. Cena: cca 800,00 EUR/mes|110,00 m2|800,00 €/mesec|1995|nan
LJ. MOSTE, MED ŽELEZNIŠKO POSTAJO IN BTC|Soba|21 m2, soba, adaptirana l. 2019, 700 m2 zemljišča, PK/2 nad., Novo popolnoma opremljeno enoposteljno sobo z lastno kuhin...|21,00 m2|290,00 €/mesec|nan|2019
LJ. MOSTE, SAVINOVA UL. 7|enosobno|26 m2, 1-sobno, adaptirano l. 2019, M/1 nad., Stroški prva dva meseca GRATIS, vseljivo takoj, bližina parka Golovec, kol...|26,00 m2|420,00 €/mesec|nan|2019
LJ. MOSTE, ŠTEPANJSKO NASELJE|enosobno|40 m2, 1-sobno, adaptirano l. 2013, 1/1 nad., Popolnoma opremljeno stanovanje (predsoba, kuhinja, soba, kopalnica z banj...|40,00 m2|550,00 €/mesec|nan|2013
LJ. MOSTE, ZG. HRUŠICA|trisobno|66 m2, 3-sobno, adaptirano l. 2020, 1. nad., kompletno adaptirano in opremljeno stanovanje se odda študentom - trem oseb...|66,00 m2|600,00 €/mesec|nan|2020
LJ. ŠIŠKA|Soba|14 m2, soba, zgrajena l. 1967, adaptirana l. 2019, pritličje, oddamo. Cena: 200,00 EUR/mes|14,00 m2|200,00 €/mesec|1967|2019
LJ. ŠIŠKA|Soba|15 m2, soba, zgrajena l. 1978, adaptirana l. 2000, 7/9 nad., V komfortnem 3-sobnem stanovanju, kompletno opremljenem, od...|15,00 m2|200,00 €/mesec|1978|2000
LJ. ŠIŠKA|Soba|16 m2, soba, zgrajena l. 1955, Oddam sobo v kratkorocni najem, oddamo. Cena: cca 250,00 EUR/mes|16,00 m2|250,00 €/mesec|1955|nan
LJ. ŠIŠKA|Apartma|16 m2, apartma, zgrajen l. 1960, adaptiran l. 2020, visoko pritličje, Oddam apartma z dvema posteljama, ki se lahko zdru...|16,00 m2|200,00 €/mesec|1960|2020
LJ. ŠIŠKA|Soba|20 m2, soba, adaptirana l. 2018, 2/8 nad., beri opis, oddamo. Cena: 260,00 EUR/mes|20,00 m2|260,00 €/mesec|nan|2018
LJ. ŠIŠKA|garsonjera|20 m2, garsonjera, zgrajena l. 1977, oddamo. Cena: 380,00 EUR/mes|20,00 m2|380,00 €/mesec|1977|nan
LJ. ŠIŠKA|Soba|20 m2, soba, zgrajena l. 1952, adaptirana l. 2012, 2/4 nad., Oddamo dvoposteljno študentsko sobo ob Kinu Šiška, oddamo. ...|20,00 m2|210,00 €/mesec|1952|2012
LJ. ŠIŠKA|enoinpolsobno|35 m2, 1,5-sobno, zgrajeno l. 1929, adaptirano l. 2020, VP/3 nad., Oddam 1.5 sobno stanovanje dvema ali trem mirnim štud...|35,00 m2|750,00 €/mesec|1929|2020
LJ. ŠIŠKA|enosobno|35 m2, 1-sobno, adaptirano l. 2020, P/P, Oddam 1-sobno stanovanje v Šiški. Nahaja se v samostojnem objektu z ločenim vho...|35,00 m2|500,00 €/mesec|nan|2020
LJ. ŠIŠKA|enoinpolsobno|40 m2, 1,5-sobno, v stavbi zgrajeni l. 1999, adaptirano l. 2006, 1/2 nad., Spodnja Šiška, popolnoma opremljeno, vseljivo...|40,00 m2|500,00 €/mesec|1999|2006
LJ. ŠIŠKA|enosobno|45,2 m2, 1-sobno, zgrajeno l. 2008, 1/5 nad., Opremljeno stanovanje, v novejšem objektu Pilon, s parkirnim mestom v podz...|45,20 m2|500,00 €/mesec|2008|nan
LJ. ŠIŠKA|dvosobno|46 m2, 2-sobno, zgrajeno l. 1934, adaptirano l. 2020, 2. nad., oddamo. Cena: 550,00 EUR/mes|46,00 m2|550,00 €/mesec|1934|2020
LJ. ŠIŠKA|dvosobno|46,9 m2, 2-sobno, zgrajeno l. 2018, 2. nad., oddamo. Cena: 900,00 EUR/mes|46,90 m2|900,00 €/mesec|2018|nan
LJ. ŠIŠKA|dvosobno|47 m2, 2-sobno, zgrajeno l. 2018, 1. nad., oddamo. Cena: 850,00 EUR/mes|47,00 m2|850,00 €/mesec|2018|nan
LJ. ŠIŠKA|enosobno|48,25 m2, 1-sobno, zgrajeno l. 2018, 2. nad., Opremljeno 1S stanovanje,Belle Vie Tivoli, bivalne površine 34,88 m2, loža...|48,25 m2|650,00 €/mesec|2018|nan
LJ. ŠIŠKA|dvosobno|50 m2, 2-sobno, zgrajeno l. 2019, pritličje, oddamo. Cena: 1.300,00 EUR/mes|50,00 m2|1.300,00 €/mesec|2019|nan
LJ. ŠIŠKA|dvosobno|53 m2, 2-sobno, zgrajeno l. 2018, oddamo. Cena: 870,00 EUR/mes|53,00 m2|870,00 €/mesec|2018|nan
LJ. ŠIŠKA|dvosobno|55 m2, 2-sobno, zgrajeno l. 1961, P/4 nad., oddamo. Cena: 650,00 EUR/mes|55,00 m2|650,00 €/mesec|1961|nan
LJ. ŠIŠKA|enosobno|56 m2, 1-sobno, zgrajeno l. 2019, P/4 nad., oddamo. Cena: 600,00 EUR/mes|56,00 m2|600,00 €/mesec|2019|nan
LJ. ŠIŠKA|dvosobno|62 m2, 2-sobno, zgrajeno l. 1983, adaptirano l. 2011, 2/10 nad., oddamo. Cena: 690,00 EUR/mes|62,00 m2|690,00 €/mesec|1983|2011
LJ. ŠIŠKA|dvosobno|63,9 m2, 2-sobno, zgrajeno l. 2005, 2/3 nad., oddamo. Cena: 750,00 EUR/mes|63,90 m2|750,00 €/mesec|2005|nan
LJ. ŠIŠKA|dvosobno|67 m2, 2-sobno, zgrajeno l. 1985, 3/7 nad., oddam lepo vzdrževano opremljeno stanovanje z garažo v kleti v urejeni stano...|67,00 m2|750,00 €/mesec|1985|nan
LJ. ŠIŠKA|dvoinpolsobno|70 m2, 2,5-sobno, zgrajeno l. 2019, pritličje, oddamo. Cena: 1.500,00 EUR/mes|70,00 m2|1.500,00 €/mesec|2019|nan
LJ. ŠIŠKA|trisobno|73 m2, 3-sobno, zgrajeno l. 1936, adaptirano l. 2017, 2/3 nad., oddamo. Cena: cca 800,00 EUR/mes|73,00 m2|800,00 €/mesec|1936|2017
LJ. ŠIŠKA|triinpolsobno|74 m2, 3,5-sobno, zgrajeno l. 1970, adaptirano l. 2007, 9/10 nad., oddamo. Cena: 890,00 EUR/mes|74,00 m2|890,00 €/mesec|1970|2007
LJ. ŠIŠKA|dvoinpolsobno|75 m2, 2,5-sobno, zgrajeno l. 1938, adaptirano l. 2008, 2/3 nad., oddamo. Cena: 1.100,00 EUR/mes|75,00 m2|1.100,00 €/mesec|1938|2008
LJ. ŠIŠKA|enoinpolsobno|87 m2, 1,5-sobno, zgrajeno l. 2007, 2. nad., oddamo. Cena: 900,00 EUR/mes|87,00 m2|900,00 €/mesec|2007|nan
LJ. ŠIŠKA|triinpolsobno|90 m2, 3,5-sobno, zgrajeno l. 1970, adaptirano l. 2015, 2/12 nad., stanovanje samo za 3/4 študente ali 3/4 študentke, bl...|90,00 m2|800,00 €/mesec|1970|2015
